Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,83,8,T:System.Windows.IDataObject,,,,,"if (!int.TryParse((string)e.DataObject.GetData(DataFormats.Text), out _))              e.CancelCommand();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,83,8,P:System.Windows.DataObjectPastingEventArgs.DataObject,,,,,"if (!int.TryParse((string)e.DataObject.GetData(DataFormats.Text), out _))              e.CancelCommand();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,83,8,M:System.Windows.IDataObject.GetData(System.String),,,,,"if (!int.TryParse((string)e.DataObject.GetData(DataFormats.Text), out _))              e.CancelCommand();"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,82,12,M:System.Windows.DataObjectEventArgs.CancelCommand,,,,,e.CancelCommand();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,81,8,T:System.Windows.DataFormats,,,,,if (!e.DataObject.GetDataPresent(DataFormats.Text))              e.CancelCommand();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,81,8,F:System.Windows.DataFormats.Text,,,,,if (!e.DataObject.GetDataPresent(DataFormats.Text))              e.CancelCommand();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,81,8,T:System.Windows.IDataObject,,,,,if (!e.DataObject.GetDataPresent(DataFormats.Text))              e.CancelCommand();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,81,8,P:System.Windows.DataObjectPastingEventArgs.DataObject,,,,,if (!e.DataObject.GetDataPresent(DataFormats.Text))              e.CancelCommand();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,81,8,M:System.Windows.IDataObject.GetDataPresent(System.String),,,,,if (!e.DataObject.GetDataPresent(DataFormats.Text))              e.CancelCommand();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,73,4,T:System.Windows.Input.KeyEventArgs,,,,,"private void PreviewKeyDownIgnoreSpace(object sender, KeyEventArgs e)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,76,12,P:System.Windows.RoutedEventArgs.Handled,,,,,e.Handled = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,75,8,T:System.Windows.Input.Key,,,,,if (e.Key == Key.Space)              e.Handled = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,75,8,T:System.Windows.Input.Key,,,,,if (e.Key == Key.Space)              e.Handled = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,75,8,F:System.Windows.Input.Key.Space,,,,,if (e.Key == Key.Space)              e.Handled = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,75,8,T:System.Windows.Input.Key,,,,,if (e.Key == Key.Space)              e.Handled = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,75,8,P:System.Windows.Input.KeyEventArgs.Key,,,,,if (e.Key == Key.Space)              e.Handled = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,67,4,T:System.Windows.Input.TextCompositionEventArgs,,,,,"private void PreviewTextInputForPositiveIntegers(object sender, TextCompositionEventArgs e)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,70,30,P:System.Windows.RoutedEventArgs.Handled,,,,,e.Handled = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,69,8,P:System.Windows.Input.TextCompositionEventArgs.Text,,,,,char c = Convert.ToChar(e.Text);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,63,12,T:System.Windows.Controls.Grid,,,,,characterGroupsGrid.Children.Add(tb);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,63,12,T:System.Windows.Controls.UIElementCollection,,,,,characterGroupsGrid.Children.Add(tb);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,63,12,P:System.Windows.Controls.Panel.Children,,,,,characterGroupsGrid.Children.Add(tb);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,63,12,M:System.Windows.Controls.UIElementCollection.Add(System.Windows.UIElement),,,,,characterGroupsGrid.Children.Add(tb);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,62,12,T:System.Windows.Thickness,,,,,tb.Margin = margin;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,62,12,P:System.Windows.FrameworkElement.Margin,,,,,tb.Margin = margin;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,61,12,P:System.Windows.Controls.TextBlock.FontSize,,,,,tb.FontSize = 16.0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,60,12,T:System.Windows.Media.FontFamily,,,,,tb.FontFamily = charFont;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,60,12,P:System.Windows.Controls.TextBlock.FontFamily,,,,,tb.FontFamily = charFont;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,59,12,P:System.Windows.Controls.TextBlock.Text,,,,,tb.Text = def.Display;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,58,12,T:System.Windows.Controls.Grid,,,,,"Grid.SetColumn(tb, 1);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,58,12,"M:System.Windows.Controls.Grid.SetColumn(System.Windows.UIElement,System.Int32)",,,,,"Grid.SetColumn(tb, 1);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,57,12,T:System.Windows.Controls.Grid,,,,,"Grid.SetRow(tb, i);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,57,12,"M:System.Windows.Controls.Grid.SetRow(System.Windows.UIElement,System.Int32)",,,,,"Grid.SetRow(tb, i);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,56,12,T:System.Windows.Controls.TextBlock,,,,,TextBlock tb = new();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,56,12,M:System.Windows.Controls.TextBlock.#ctor,,,,,TextBlock tb = new();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,53,12,T:System.Windows.Controls.Grid,,,,,characterGroupsGrid.Children.Add(cb);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,53,12,T:System.Windows.Controls.UIElementCollection,,,,,characterGroupsGrid.Children.Add(cb);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,53,12,P:System.Windows.Controls.Panel.Children,,,,,characterGroupsGrid.Children.Add(cb);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,53,12,M:System.Windows.Controls.UIElementCollection.Add(System.Windows.UIElement),,,,,characterGroupsGrid.Children.Add(cb);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,52,12,T:System.Windows.Controls.Primitives.ToggleButton,,,,,"cb.SetBinding(CheckBox.IsCheckedProperty, $""Include{def.CharacterGroupType}"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,52,12,T:System.Windows.DependencyProperty,,,,,"cb.SetBinding(CheckBox.IsCheckedProperty, $""Include{def.CharacterGroupType}"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,52,12,F:System.Windows.Controls.Primitives.ToggleButton.IsCheckedProperty,,,,,"cb.SetBinding(CheckBox.IsCheckedProperty, $""Include{def.CharacterGroupType}"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,52,12,T:System.Windows.Data.BindingExpression,,,,,"cb.SetBinding(CheckBox.IsCheckedProperty, $""Include{def.CharacterGroupType}"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,52,12,"M:System.Windows.FrameworkElement.SetBinding(System.Windows.DependencyProperty,System.String)",,,,,"cb.SetBinding(CheckBox.IsCheckedProperty, $""Include{def.CharacterGroupType}"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,51,12,P:System.Windows.Controls.Control.FontSize,,,,,cb.FontSize = 14.0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,50,12,T:System.Windows.Thickness,,,,,cb.Margin = margin;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,50,12,P:System.Windows.FrameworkElement.Margin,,,,,cb.Margin = margin;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,49,12,P:System.Windows.FrameworkElement.Tag,,,,,cb.Tag = def;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,48,12,P:System.Windows.Controls.ContentControl.Content,,,,,cb.Content = def.GroupName;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,47,12,T:System.Windows.Controls.Grid,,,,,"Grid.SetColumn(cb, 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,47,12,"M:System.Windows.Controls.Grid.SetColumn(System.Windows.UIElement,System.Int32)",,,,,"Grid.SetColumn(cb, 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,46,12,T:System.Windows.Controls.Grid,,,,,"Grid.SetRow(cb, i);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,46,12,"M:System.Windows.Controls.Grid.SetRow(System.Windows.UIElement,System.Int32)",,,,,"Grid.SetRow(cb, i);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,45,12,T:System.Windows.Controls.CheckBox,,,,,CheckBox cb = new();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,45,12,M:System.Windows.Controls.CheckBox.#ctor,,,,,CheckBox cb = new();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,43,12,T:System.Windows.GridLength,,,,,characterGroupsGrid.RowDefinitions.Add(new RowDefinition() { Height = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,43,12,T:System.Windows.GridLength,,,,,characterGroupsGrid.RowDefinitions.Add(new RowDefinition() { Height = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,43,12,P:System.Windows.GridLength.Auto,,,,,characterGroupsGrid.RowDefinitions.Add(new RowDefinition() { Height = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,43,12,T:System.Windows.GridLength,,,,,characterGroupsGrid.RowDefinitions.Add(new RowDefinition() { Height = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,43,12,P:System.Windows.Controls.RowDefinition.Height,,,,,characterGroupsGrid.RowDefinitions.Add(new RowDefinition() { Height = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,43,12,T:System.Windows.Controls.RowDefinition,,,,,characterGroupsGrid.RowDefinitions.Add(new RowDefinition() { Height = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,43,12,M:System.Windows.Controls.RowDefinition.#ctor,,,,,characterGroupsGrid.RowDefinitions.Add(new RowDefinition() { Height = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,43,12,T:System.Windows.Controls.Grid,,,,,characterGroupsGrid.RowDefinitions.Add(new RowDefinition() { Height = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,43,12,T:System.Windows.Controls.RowDefinitionCollection,,,,,characterGroupsGrid.RowDefinitions.Add(new RowDefinition() { Height = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,43,12,P:System.Windows.Controls.Grid.RowDefinitions,,,,,characterGroupsGrid.RowDefinitions.Add(new RowDefinition() { Height = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,43,12,M:System.Windows.Controls.RowDefinitionCollection.Add(System.Windows.Controls.RowDefinition),,,,,characterGroupsGrid.RowDefinitions.Add(new RowDefinition() { Height = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,38,8,T:System.Windows.Thickness,,,,,Thickness margin = new(5.0);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,38,8,M:System.Windows.Thickness.#ctor(System.Double),,,,,Thickness margin = new(5.0);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,37,8,T:System.Windows.Media.FontFamily,,,,,"FontFamily charFont = new(""Consolas, Courier New"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,37,8,M:System.Windows.Media.FontFamily.#ctor(System.String),,,,,"FontFamily charFont = new(""Consolas, Courier New"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,36,8,T:System.Windows.GridLength,,,,,characterGroupsGrid.ColumnDefinitions.Add(new ColumnDefinition() { Width = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,36,8,T:System.Windows.GridLength,,,,,characterGroupsGrid.ColumnDefinitions.Add(new ColumnDefinition() { Width = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,36,8,P:System.Windows.GridLength.Auto,,,,,characterGroupsGrid.ColumnDefinitions.Add(new ColumnDefinition() { Width = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,36,8,T:System.Windows.GridLength,,,,,characterGroupsGrid.ColumnDefinitions.Add(new ColumnDefinition() { Width = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,36,8,P:System.Windows.Controls.ColumnDefinition.Width,,,,,characterGroupsGrid.ColumnDefinitions.Add(new ColumnDefinition() { Width = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,36,8,T:System.Windows.Controls.ColumnDefinition,,,,,characterGroupsGrid.ColumnDefinitions.Add(new ColumnDefinition() { Width = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,36,8,M:System.Windows.Controls.ColumnDefinition.#ctor,,,,,characterGroupsGrid.ColumnDefinitions.Add(new ColumnDefinition() { Width = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,36,8,T:System.Windows.Controls.Grid,,,,,characterGroupsGrid.ColumnDefinitions.Add(new ColumnDefinition() { Width = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,36,8,T:System.Windows.Controls.ColumnDefinitionCollection,,,,,characterGroupsGrid.ColumnDefinitions.Add(new ColumnDefinition() { Width = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,36,8,P:System.Windows.Controls.Grid.ColumnDefinitions,,,,,characterGroupsGrid.ColumnDefinitions.Add(new ColumnDefinition() { Width = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,36,8,M:System.Windows.Controls.ColumnDefinitionCollection.Add(System.Windows.Controls.ColumnDefinition),,,,,characterGroupsGrid.ColumnDefinitions.Add(new ColumnDefinition() { Width = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,35,8,T:System.Windows.GridLength,,,,,characterGroupsGrid.ColumnDefinitions.Add(new ColumnDefinition() { Width = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,35,8,T:System.Windows.GridLength,,,,,characterGroupsGrid.ColumnDefinitions.Add(new ColumnDefinition() { Width = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,35,8,P:System.Windows.GridLength.Auto,,,,,characterGroupsGrid.ColumnDefinitions.Add(new ColumnDefinition() { Width = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,35,8,T:System.Windows.GridLength,,,,,characterGroupsGrid.ColumnDefinitions.Add(new ColumnDefinition() { Width = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,35,8,P:System.Windows.Controls.ColumnDefinition.Width,,,,,characterGroupsGrid.ColumnDefinitions.Add(new ColumnDefinition() { Width = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,35,8,T:System.Windows.Controls.ColumnDefinition,,,,,characterGroupsGrid.ColumnDefinitions.Add(new ColumnDefinition() { Width = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,35,8,M:System.Windows.Controls.ColumnDefinition.#ctor,,,,,characterGroupsGrid.ColumnDefinitions.Add(new ColumnDefinition() { Width = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,35,8,T:System.Windows.Controls.Grid,,,,,characterGroupsGrid.ColumnDefinitions.Add(new ColumnDefinition() { Width = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,35,8,T:System.Windows.Controls.ColumnDefinitionCollection,,,,,characterGroupsGrid.ColumnDefinitions.Add(new ColumnDefinition() { Width = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,35,8,P:System.Windows.Controls.Grid.ColumnDefinitions,,,,,characterGroupsGrid.ColumnDefinitions.Add(new ColumnDefinition() { Width = GridLength.Auto });
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PasswordMakerWpf\PasswordMakerWpf.csproj,File,PasswordMakerWpf\Controls\OptionsEditor.xaml.cs,35,8,M:System.Windows.Controls.ColumnDefinitionCollection.Add(System.Windows.Controls.ColumnDefinition),,,,,characterGroupsGrid.ColumnDefinitions.Add(new ColumnDefinition() { Width = GridLength.Auto });
